object,member,kind,signature,interface_gaps,status,evidence,note
WorksheetFunction,ImProduct,method,"ImProduct(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As String",,UNASSESSED,,
WorksheetFunction,ImReal,method,ImReal(Arg1 As Variant) As Double,,UNASSESSED,,
WorksheetFunction,ImSec,method,ImSec(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,ImSech,method,ImSech(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,ImSin,method,ImSin(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,ImSinh,method,ImSinh(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,ImSqrt,method,ImSqrt(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,ImSub,method,"ImSub(Arg1 As Variant, Arg2 As Variant) As String",,UNASSESSED,,
WorksheetFunction,ImSum,method,"ImSum(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As String",,UNASSESSED,,
WorksheetFunction,ImTan,method,ImTan(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,Index,method,"Index(Arg1 As Variant, Arg2 As Double, [Arg3 As Variant], [Arg4 As Variant]) As Variant",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Intercept,method,"Intercept(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,IntRate,method,"IntRate(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, [Arg5 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Ipmt,method,"Ipmt(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Double, [Arg5 As Variant], [Arg6 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Irr,method,"Irr(Arg1 As Variant, [Arg2 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,IsErr,method,IsErr(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,IsError,method,IsError(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,IsEven,method,IsEven(Arg1 As Variant) As Boolean,,UNASSESSED,,
WorksheetFunction,IsFormula,method,IsFormula(Arg1 As Range) As Boolean,,UNASSESSED,,
WorksheetFunction,IsLogical,method,IsLogical(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,IsNA,method,IsNA(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,IsNonText,method,IsNonText(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,IsNumber,method,IsNumber(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,ISO_Ceiling,method,"ISO_Ceiling(Arg1 As Double, [Arg2 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,IsOdd,method,IsOdd(Arg1 As Variant) As Boolean,,UNASSESSED,,
WorksheetFunction,IsoWeekNum,method,"IsoWeekNum(Arg1 As Double, [Arg2 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Ispmt,method,"Ispmt(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Double) As Double",,UNASSESSED,,
WorksheetFunction,IsText,method,IsText(Arg1 As Variant) As Boolean,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Kurt,method,"Kurt(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Large,method,"Large(Arg1 As Variant, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Lcm,method,"Lcm(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,LinEst,method,"LinEst(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,Ln,method,Ln(Arg1 As Double) As Double,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Log,method,"Log(Arg1 As Double, [Arg2 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Log10,method,Log10(Arg1 As Double) As Double,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,LogEst,method,"LogEst(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,LogInv,method,"LogInv(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,LogNorm_Dist,method,"LogNorm_Dist(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,LogNorm_Inv,method,"LogNorm_Inv(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,LogNormDist,method,"LogNormDist(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Lookup,method,"Lookup(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,Match,method,"Match(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Max,method,"Max(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,MaxIfs,method,"MaxIfs(Arg1 As Range, Arg2 As Range, Arg3 As Variant, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,MDeterm,method,MDeterm(Arg1 As Variant) As Double,,UNASSESSED,,
WorksheetFunction,MDuration,method,"MDuration(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, [Arg6 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Median,method,"Median(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Min,method,"Min(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,MinIfs,method,"MinIfs(Arg1 As Range, Arg2 As Range, Arg3 As Variant, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,MInverse,method,MInverse(Arg1 As Variant) As Variant,,UNASSESSED,,
WorksheetFunction,MIrr,method,"MIrr(Arg1 As Variant, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,MMult,method,"MMult(Arg1 As Variant, Arg2 As Variant) As Variant",,UNASSESSED,,
WorksheetFunction,Mode,method,"Mode(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Mode_Mult,method,"Mode_Mult(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,Mode_Sngl,method,"Mode_Sngl(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,MRound,method,"MRound(Arg1 As Variant, Arg2 As Variant) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,MultiNomial,method,"MultiNomial(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Munit,method,Munit(Arg1 As Double) As Variant,,UNASSESSED,,
WorksheetFunction,NegBinom_Dist,method,"NegBinom_Dist(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,NegBinomDist,method,"NegBinomDist(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,NetworkDays,method,"NetworkDays(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,NetworkDays_Intl,method,"NetworkDays_Intl(Arg1 As Variant, Arg2 As Variant, [Arg3 As Variant], [Arg4 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Nominal,method,"Nominal(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Norm_Dist,method,"Norm_Dist(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,Norm_Inv,method,"Norm_Inv(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Norm_S_Dist,method,"Norm_S_Dist(Arg1 As Double, Arg2 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,Norm_S_Inv,method,Norm_S_Inv(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,NormDist,method,"NormDist(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,NormInv,method,"NormInv(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,NormSDist,method,NormSDist(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,NormSInv,method,NormSInv(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,NPer,method,"NPer(Arg1 As Double, Arg2 As Double, Arg3 As Double, [Arg4 As Variant], [Arg5 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Npv,method,"Npv(Arg1 As Double, Arg2 As Variant, [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,NumberValue,method,"NumberValue(Arg1 As String, Arg2 As String, Arg3 As String) As Double",,UNASSESSED,,
WorksheetFunction,Oct2Bin,method,"Oct2Bin(Arg1 As Variant, [Arg2 As Variant]) As String",,UNASSESSED,,
WorksheetFunction,Oct2Dec,method,Oct2Dec(Arg1 As Variant) As String,,UNASSESSED,,
WorksheetFunction,Oct2Hex,method,"Oct2Hex(Arg1 As Variant, [Arg2 As Variant]) As String",,UNASSESSED,,
WorksheetFunction,Odd,method,Odd(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,OddFPrice,method,"OddFPrice(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, Arg6 As Variant, Arg7 As Variant, Arg8 As Variant, [Arg9 As Variant]) As Double",,MISSING,,
WorksheetFunction,OddFYield,method,"OddFYield(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, Arg6 As Variant, Arg7 As Variant, Arg8 As Variant, [Arg9 As Variant]) As Double",,MISSING,,
WorksheetFunction,OddLPrice,method,"OddLPrice(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, Arg6 As Variant, Arg7 As Variant, [Arg8 As Variant]) As Double",,MISSING,,
WorksheetFunction,OddLYield,method,"OddLYield(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, Arg6 As Variant, Arg7 As Variant, [Arg8 As Variant]) As Double",,MISSING,,
WorksheetFunction,Or,method,"Or(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Boolean",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Parent,"property, read-only",As Object,,MISSING,,
WorksheetFunction,PDuration,method,"PDuration(Arg1 As Double, Arg2 As Double, Arg3 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Pearson,method,"Pearson(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Percentile,method,"Percentile(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Percentile_Exc,method,"Percentile_Exc(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Percentile_Inc,method,"Percentile_Inc(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,PercentRank,method,"PercentRank(Arg1 As Variant, Arg2 As Double, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,PercentRank_Exc,method,"PercentRank_Exc(Arg1 As Variant, Arg2 As Double, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,PercentRank_Inc,method,"PercentRank_Inc(Arg1 As Variant, Arg2 As Double, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Permut,method,"Permut(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Permutationa,method,"Permutationa(Arg1 As Double, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Phi,method,Phi(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,Phonetic,method,Phonetic(Arg1 As Range) As String,,MISSING,,
WorksheetFunction,Pi,method,Pi() As Double,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Pmt,method,"Pmt(Arg1 As Double, Arg2 As Double, Arg3 As Double, [Arg4 As Variant], [Arg5 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Poisson,method,"Poisson(Arg1 As Double, Arg2 As Double, Arg3 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,Poisson_Dist,method,"Poisson_Dist(Arg1 As Double, Arg2 As Double, Arg3 As Boolean) As Double",,UNASSESSED,,
WorksheetFunction,Power,method,"Power(Arg1 As Double, Arg2 As Double) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Ppmt,method,"Ppmt(Arg1 As Double, Arg2 As Double, Arg3 As Double, Arg4 As Double, [Arg5 As Variant], [Arg6 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Price,method,"Price(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, Arg6 As Variant, [Arg7 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,PriceDisc,method,"PriceDisc(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, [Arg5 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,PriceMat,method,"PriceMat(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, Arg5 As Variant, [Arg6 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Prob,method,"Prob(Arg1 As Variant, Arg2 As Variant, Arg3 As Double, [Arg4 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Product,method,"Product(Arg1 As Variant, [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant], [Arg7 As Variant], [Arg8 As Variant], [Arg9 As Variant], [Arg10 As Variant], [Arg11 As Variant], [Arg12 As Variant], [Arg13 As Variant], [Arg14 As Variant], [Arg15 As Variant], [Arg16 As Variant], [Arg17 As Variant], [Arg18 As Variant], [Arg19 As Variant], [Arg20 As Variant], [Arg21 As Variant], [Arg22 As Variant], [Arg23 As Variant], [Arg24 As Variant], [Arg25 As Variant], [Arg26 As Variant], [Arg27 As Variant], [Arg28 As Variant], [Arg29 As Variant], [Arg30 As Variant]) As Double",,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Proper,method,Proper(Arg1 As String) As String,,PARTIAL,tests/fixtures/worksheet_functions.json,"The formula engine's function, called as a cell calls it; a range or array given where one value is wanted is not run item by item."
WorksheetFunction,Pv,method,"Pv(Arg1 As Double, Arg2 As Double, Arg3 As Double, [Arg4 As Variant], [Arg5 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Quartile,method,"Quartile(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Quartile_Exc,method,"Quartile_Exc(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Quartile_Inc,method,"Quartile_Inc(Arg1 As Variant, Arg2 As Double) As Double",,UNASSESSED,,
WorksheetFunction,Quotient,method,"Quotient(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,
WorksheetFunction,Radians,method,Radians(Arg1 As Double) As Double,,UNASSESSED,,
WorksheetFunction,RandArray,method,"RandArray([Arg1 As Variant], [Arg2 As Variant], [Arg3 As Variant], [Arg4 As Variant], [Arg5 As Variant]) As Variant",,UNASSESSED,,
WorksheetFunction,RandBetween,method,"RandBetween(Arg1 As Variant, Arg2 As Variant) As Double",,UNASSESSED,,"The formula engine's function, not yet measured through VBA."
WorksheetFunction,Rank,method,"Rank(Arg1 As Double, Arg2 As Range, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Rank_Avg,method,"Rank_Avg(Arg1 As Double, Arg2 As Range, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Rank_Eq,method,"Rank_Eq(Arg1 As Double, Arg2 As Range, [Arg3 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Rate,method,"Rate(Arg1 As Double, Arg2 As Double, Arg3 As Double, [Arg4 As Variant], [Arg5 As Variant], [Arg6 As Variant]) As Double",,UNASSESSED,,
WorksheetFunction,Received,method,"Received(Arg1 As Variant, Arg2 As Variant, Arg3 As Variant, Arg4 As Variant, [Arg5 As Variant]) As Double",,UNASSESSED,,
